9.419999999999999485e-01 1.667000000000007356e-39
1.100338370602555571e+00 1.035817315371719093e-40
1.257555959220148623e+00 1.217436272319391493e-41
1.406222647757939370e+00 2.706604569845390291e-42
1.539140555074976380e+00 1.127132562318232766e-42
1.672601512547043479e+00 6.180896330293712578e-43
1.817600182202270265e+00 3.741096496074415616e-43
1.975130969969283390e+00 2.499294015574582062e-43
2.146279431604135812e+00 1.831865766324971431e-43
2.993020181222967313e+00 6.599703025845405832e-44
3.534554183044200215e+00 4.380769706414551006e-44
4.173961024922468788e+00 3.083875509160162140e-44
4.928965216738081523e+00 2.036354485536341431e-44
5.820475843661517601e+00 1.238395963185906306e-44
6.873213347233259718e+00 7.590255111910793580e-45
8.116395339918426544e+00 4.800448151050878730e-45
9.584767721327130729e+00 3.235606175781293821e-45
1.131894351496277906e+01 2.327257723888946885e-45
1.336599235393683749e+01 1.770809279377584464e-45
1.578266999247930436e+01 1.426139598150179655e-45
1.863718705625436201e+01 1.219057426861780417e-45
2.200856207150306076e+01 1.093842291857763891e-45
2.598939732118956414e+01 1.010949067037662979e-45
3.069061375632154665e+01 9.664990201890933341e-46
5.968198371366241872e+01 1.116966482478918019e-45
7.047951467881570409e+01 1.206113594486334507e-45
8.322416358353281396e+01 1.321763569678923221e-45
9.826205561247452636e+01 1.473807959885855170e-45
1.160276306893087650e+02 1.662765169175906318e-45
1.370253546281417698e+02 1.893534253261398323e-45
1.618386821065173251e+02 2.164122314504724841e-45
1.911535971628443633e+02 2.479799096388476349e-45
2.257362579724236014e+02 2.852647790531570091e-45
2.665337557634194923e+02 3.296842780078455084e-45
3.147346381225247569e+02 3.835920240306014536e-45
3.716837773013956507e+02 4.487951739231540742e-45
4.389314664647532709e+02 5.259806733583696401e-45
5.183330620677621710e+02 6.172670372101304485e-45
6.120758303651006145e+02 7.251513212924198212e-45
7.490656049679398620e+02 8.830886651948485596e-45
9.999999999999988631e+02 1.172000000000009582e-44
