8.229999999999999538e-01 1.681999999999994863e-41
8.870422714288096477e-01 5.661000336811483599e-42
9.357933639431302852e-01 2.727977822490490104e-42
9.419999999999999485e-01 2.558225081530036978e-42
9.767050564764117038e-01 1.609034826442080787e-42
1.019415911196210445e+00 9.930325775119587741e-43
1.063988169182445542e+00 6.385238279201168019e-43
1.100338370602555571e+00 4.723289321071224422e-43
1.110484578911386855e+00 4.259399722965649379e-43
1.159059415567730067e+00 2.928042951116280118e-43
1.209883052199674403e+00 2.060460628112075598e-43
1.257555959220148623e+00 1.789937898537054768e-43
1.406222647757939370e+00 9.463199844280996850e-44
1.436183832244326553e+00 7.763034715882747686e-44
1.539140555074976380e+00 5.915415607696227075e-44
1.564566074028195253e+00 5.459139675809815547e-44
1.672601512547043479e+00 4.379959789013646009e-44
1.704437443850609357e+00 4.061946577689115273e-44
1.817600182202270265e+00 3.461711413361248921e-44
1.856798858250402917e+00 3.253794707722070467e-44
1.975130969969283390e+00 2.931969779126764354e-44
2.022651230439889591e+00 2.802730097601304758e-44
2.146279431604135812e+00 2.580311149131791483e-44
2.202995460730684307e+00 2.478273592644708609e-44
2.399790615866309818e+00 2.260087387691019247e-44
2.614602264207694482e+00 2.125565101331873943e-44
2.848388491761613572e+00 2.123604247500001034e-44
2.993020181222967313e+00 2.153334135223858201e-44
3.103151140373281880e+00 2.175972196513562138e-44
3.380412992520292814e+00 2.233995076091278725e-44
3.534554183044200215e+00 2.293748539809255169e-44
3.682133077443019875e+00 2.350958102561602377e-44
4.011314123825259870e+00 2.537257574626597963e-44
4.173961024922468788e+00 2.637842359284455201e-44
4.370000800915257777e+00 2.759078106904534772e-44
4.760631155634723832e+00 2.269907451081740924e-44
4.928965216738081523e+00 2.036354485536341431e-44
5.820475843661517601e+00 1.238395963185906306e-44
6.704860326658565128e+00 8.356860873496886542e-45
6.873213347233259718e+00 7.590255111910793580e-45
7.304296817627279559e+00 6.622866850583675577e-45
7.957697154328005062e+00 5.156580483598361929e-45
8.116395339918426544e+00 4.800448151050878730e-45
8.669065001486609745e+00 4.211469022983765687e-45
9.443841167660542268e+00 3.385791366813007609e-45
9.584767721327130729e+00 3.235606175781293821e-45
1.028903202444233500e+01 2.866717743705679534e-45
1.120972791819676573e+01 2.384464045536952886e-45
1.131894351496277906e+01 2.327257723888946885e-45
1.220893115714885369e+01 2.085332748920114618e-45
1.329778928995342646e+01 1.789348890227073707e-45
1.336599235393683749e+01 1.770809279377584464e-45
1.448673876343464606e+01 1.610966981200263822e-45
1.578266999247930436e+01 1.426139598150179655e-45
1.578536030630913523e+01 1.425944428173303774e-45
1.719930231143111854e+01 1.323369395705532687e-45
1.863718705625436201e+01 1.219057426861780417e-45
1.873292555902574463e+01 1.215501634493568656e-45
2.040624904287900421e+01 1.153353275148080455e-45
2.200856207150306076e+01 1.093842291857763891e-45
2.222970984965841623e+01 1.089237315428623412e-45
2.421767949246996565e+01 1.047841677528237949e-45
2.598939732118956414e+01 1.010949067037662979e-45
2.754000000000000270e+01 9.962881037172821888e-46
3.069061375632154665e+01 9.664990201890933341e-46
5.968198371366241872e+01 1.116966482478918019e-45
7.047951467881570409e+01 1.206113594486334507e-45
8.322416358353281396e+01 1.321763569678923221e-45
9.826205561247452636e+01 1.473807959885855170e-45
1.160276306893087650e+02 1.662765169175906318e-45
1.370253546281417698e+02 1.893534253261398323e-45
1.618386821065173251e+02 2.164122314504724841e-45
1.911535971628443633e+02 2.479799096388476349e-45
2.257362579724236014e+02 2.852647790531570091e-45
2.665337557634194923e+02 3.296842780078455084e-45
3.147346381225247569e+02 3.835920240306014536e-45
3.716837773013956507e+02 4.487951739231540742e-45
4.389314664647532709e+02 5.259806733583696401e-45
5.183330620677621710e+02 6.172670372101304485e-45
6.120758303651006145e+02 7.251513212924198212e-45
7.490656049679398620e+02 8.830886651948485596e-45
9.999999999999988631e+02 1.172000000000009582e-44
