0.09999999999999999	0.7666666666666666
0.19999999999999998	0.7666666666666666
0.22499999999999998	0.7666666666666666
0.25	0.7666666666666666
0.27499999999999997	0.7666666666666666
0.3	0.7666666666666666
0.325	0.7666666666666666
0.35	0.7666666666666666
0.375	0.7666666666666666
0.39999999999999997	0.7666666666666666
0.425	0.7666666666666666
0.44999999999999996	0.7666666666666666
0.475	0.7666666666666666
0.5	2.172836980591235e-30
0.5499999999999999	4.931596624510829e-32
0.6	1.4152421915892512e-32
0.65	6.200064620634435e-33
0.7	3.174650102432984e-33
0.75	1.843005338718394e-33
0.7999999999999999	1.136889102521811e-33
0.8999999999999999	4.95969959895822e-34
1.	2.46589545952836e-34
2.	1.2782475112671254e-39
3.	1.2643388185556355e-40
4.	5.677652580237936e-41
5.	3.99915042123966e-41
6.	3.3908139540068656e-41
7.	3.143306354835232e-41
8.	3.0546321025640636e-41
9.	3.0483365689262883e-41
10.	3.0897648742835524e-41
20.	4.275048744634865e-41
50.	8.875576407243887e-41
100.	1.6781485328813238e-40
200.	3.266788641652205e-40
500.	8.038272460849855e-40
1000.	1.5992536882075233e-39
10000.	1.591768122972098e-38
