5.542000000000000259e-01 1.787000000000003661e-39
6.549182198645736586e-01 1.826105171940653292e-40
7.551078435957839785e-01 3.269011660223143297e-41
8.494390998686761618e-01 1.025171683713966415e-41
9.338207749544013003e-01 5.459688651658337894e-42
1.021457398470154487e+00 3.501106149976502428e-42
1.117291704609694181e+00 2.457934141844187610e-42
1.222087999219057197e+00 1.889134018049602029e-42
1.336690233276860207e+00 1.566408968899504029e-42
1.913101580497605925e+00 1.045700867865600491e-42
2.288508380923712338e+00 9.665861457593630559e-43
2.737529536398692454e+00 8.583125267298426312e-43
3.275238131968806421e+00 5.759878243997328790e-43
3.918829362872995326e+00 3.256189223195114308e-43
4.688401491545900690e+00 1.841024265451752126e-43
5.608882083605031710e+00 1.111057981180651360e-43
6.710138534837942537e+00 7.482036780804716845e-44
8.027783507881842695e+00 5.525858584239028672e-44
9.604461962228455718e+00 4.431644445641580432e-44
1.149157902958545208e+01 3.766062722391722016e-44
1.374984416060870629e+01 3.360595114010190766e-44
1.644944050395205082e+01 3.101077657565022490e-44
1.967756737036079429e+01 2.952529618974696165e-44
2.354145280138845919e+01 2.895473018351205484e-44
4.822704895831779481e+01 3.269840100847700393e-44
5.769668680247705339e+01 3.540019803337743926e-44
6.902918218740586553e+01 3.916289542155980154e-44
8.259183264555895221e+01 4.401293814586902955e-44
9.881842620878157391e+01 5.012475340821163377e-44
1.182132280646550981e+02 5.759647592355133315e-44
1.414065671784906328e+02 6.668394264458392232e-44
1.691691479956071475e+02 7.766674047943291427e-44
2.023910051105781633e+02 9.089509669563914429e-44
2.421362316261420631e+02 1.067987331632399031e-43
2.897035753672738565e+02 1.258612379354450005e-43
3.466370571583283322e+02 1.486910854858421205e-43
4.147252411813643107e+02 1.758765719940185560e-43
4.961469279702538415e+02 2.083020683426822534e-43
5.935668100529376261e+02 2.473116034806668798e-43
7.339620632981809649e+02 3.038400405159055306e-43
9.999999999999997726e+02 4.106999999999996352e-43
