3.000000000000000000e+00,5.182899999999999454e-36
4.000000000000000000e+00,2.324299999999999665e-37
6.000000000000000000e+00,5.662529999999999584e-39
9.000000000000000000e+00,2.380820000000000074e-40
1.300000000000000000e+01,3.700939999999999760e-41
1.800000000000000000e+01,1.411059999999999975e-41
2.500000000000000000e+01,8.688659999999999094e-42
3.600000000000000000e+01,7.123249999999999084e-42
4.000000000000000000e+01,7.098899999999999351e-42
7.000000000000000000e+01,7.710530000000000059e-42
9.800000000000000000e+01,9.635549999999999389e-42
2.690000000000000000e+02,2.164589999999999854e-41
2.000000000000000000e+03,1.558510000000000077e-40
