3.000000000000000000e+00	2.001919999999999854e-37
4.000000000000000000e+00	6.039389999999999666e-39
6.000000000000000000e+00	1.724809999999999788e-40
9.000000000000000000e+00	7.156049999999999860e-42
1.300000000000000000e+01	1.163019999999999926e-42
1.800000000000000000e+01	4.340299999999999121e-43
2.500000000000000000e+01	2.811330000000000043e-43
4.000000000000000000e+01	2.273209999999999748e-43
5.000000000000000000e+01	2.376010000000000022e-43
7.000000000000000000e+01	2.775050000000000246e-43
9.800000000000000000e+01	3.467310000000000067e-43
5.250000000000000000e+02	1.556819999999999945e-42
2.000000000000000000e+03	5.846309999999999742e-42
